TERRITORIO;TIPOLOGÍA PENAL;2015;2016; Var. % 16/15
Municipio de Barcelona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);3012;2877;-4,5
Municipio de Barcelona;6.-TRÁFICO DE DROGAS (EU);331;348;5,1
Municipio de Barcelona;7.-DAÑOS;7068;6992;-1,1
Municipio de Barcelona;8.-HURTOS;63175;64444;2,0
Municipio de Castelldefels;1.-DELITOS Y FALTAS (EU);2303;2310;0,3
Municipio de Castelldefels;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);4;0;-100,0
Municipio de Castelldefels;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);118;101;-14,4
Municipio de Castelldefels;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);154;133;-13,6
Municipio de Castelldefels;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);37;40;8,1
Municipio de Castelldefels;6.-TRÁFICO DE DROGAS (EU);6;6;0,0
Municipio de Castelldefels;7.-DAÑOS;241;265;10,0
Municipio de Castelldefels;8.-HURTOS;815;736;-9,7
Municipio de Cerdanyola del Vallès;1.-DELITOS Y FALTAS (EU);1588;1410;-11,2
Municipio de Cerdanyola del Vallès;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Cerdanyola del Vallès;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);65;45;-30,8
Municipio de Cerdanyola del Vallès;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);108;120;11,1
Municipio de Cerdanyola del Vallès;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);19;30;57,9
Municipio de Cerdanyola del Vallès;6.-TRÁFICO DE DROGAS (EU);5;9;80,0
Municipio de Cerdanyola del Vallès;7.-DAÑOS;205;210;2,4
Municipio de Cerdanyola del Vallès;8.-HURTOS;472;356;-24,6
Municipio de Cornellà de Llobregat;1.-DELITOS Y FALTAS (EU);3697;3582;-3,1
Municipio de Cornellà de Llobregat;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Cornellà de Llobregat;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);292;253;-13,4
Municipio de Cornellà de Llobregat;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);142;131;-7,7
Municipio de Cornellà de Llobregat;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);86;69;-19,8
Municipio de Cornellà de Llobregat;6.-TRÁFICO DE DROGAS (EU);10;12;20,0
Municipio de Cornellà de Llobregat;7.-DAÑOS;410;504;22,9
Municipio de Cornellà de Llobregat;8.-HURTOS;1262;1158;-8,2
Municipio de Granollers;1.-DELITOS Y FALTAS (EU);2281;2313;1,4
Municipio de Granollers;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Granollers;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);168;115;-31,5
Municipio de Granollers;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);135;161;19,3
Municipio de Granollers;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);25;39;56,0
Municipio de Granollers;6.-TRÁFICO DE DROGAS (EU);4;13;225,0
Municipio de Granollers;7.-DAÑOS;231;261;13,0
Municipio de Granollers;8.-HURTOS;734;668;-9,0
Municipio de Hospitalet de Llobregat (L');1.-DELITOS Y FALTAS (EU);11303;11351;0,4
Municipio de Hospitalet de Llobregat (L');2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100,0
Municipio de Hospitalet de Llobregat (L');3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);868;939;8,2
Municipio de Hospitalet de Llobregat (L');4.-ROBOS CON FUERZA EN DOMICILIOS (EU);468;494;5,6
Municipio de Hospitalet de Llobregat (L');5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);361;226;-37,4
Municipio de Hospitalet de Llobregat (L');6.-TRÁFICO DE DROGAS (EU);35;54;54,3
Municipio de Hospitalet de Llobregat (L');7.-DAÑOS;1228;1062;-13,5
Municipio de Hospitalet de Llobregat (L');8.-HURTOS;4058;4294;5,8
Municipio de Manresa;1.-DELITOS Y FALTAS (EU);2470;2321;-6,0
Municipio de Manresa;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Manresa;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);92;85;-7,6
Municipio de Manresa;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);143;141;-1,4
Municipio de Manresa;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);22;30;36,4
Municipio de Manresa;6.-TRÁFICO DE DROGAS (EU);11;10;-9,1
Municipio de Manresa;7.-DAÑOS;277;272;-1,8
Municipio de Manresa;8.-HURTOS;682;578;-15,2
Municipio de Mataró;1.-DELITOS Y FALTAS (EU);5297;4774;-9,9
Municipio de Mataró;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Mataró;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);402;393;-2,2
Municipio de Mataró;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);235;162;-31,1
Municipio de Mataró;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);115;101;-12,2
Municipio de Mataró;6.-TRÁFICO DE DROGAS (EU);16;17;6,3
Municipio de Mataró;7.-DAÑOS;551;546;-0,9
Municipio de Mataró;8.-HURTOS;1702;1627;-4,4
Municipio de Mollet del Vallès;1.-DELITOS Y FALTAS (EU);1670;1658;-0,7
Municipio de Mollet del Vallès;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Mollet del Vallès;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);87;80;-8,0
Municipio de Mollet del Vallès;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);69;70;1,4
Municipio de Mollet del Vallès;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);27;30;11,1
Municipio de Mollet del Vallès;6.-TRÁFICO DE DROGAS (EU);7;8;14,3
Municipio de Mollet del Vallès;7.-DAÑOS;256;238;-7,0
Municipio de Mollet del Vallès;8.-HURTOS;517;463;-10,4
Municipio de Prat de Llobregat (El);1.-DELITOS Y FALTAS (EU);5005;5132;2,5
Municipio de Prat de Llobregat (El);2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Prat de Llobregat (El);3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);128;117;-8,6
Municipio de Prat de Llobregat (El);4.-ROBOS CON FUERZA EN DOMICILIOS (EU);67;38;-43,3
Municipio de Prat de Llobregat (El);5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);102;85;-16,7
Municipio de Prat de Llobregat (El);6.-TRÁFICO DE DROGAS (EU);51;78;52,9
Municipio de Prat de Llobregat (El);7.-DAÑOS;347;332;-4,3
Municipio de Prat de Llobregat (El);8.-HURTOS;2645;2865;8,3
Municipio de Rubí;1.-DELITOS Y FALTAS (EU);2236;2139;-4,3
Municipio de Rubí;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;0;-100,0
Municipio de Rubí;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);78;74;-5,1
Municipio de Rubí;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);140;130;-7,1
Municipio de Rubí;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);37;66;78,4
Municipio de Rubí;6.-TRÁFICO DE DROGAS (EU);11;13;18,2
Municipio de Rubí;7.-DAÑOS;303;282;-6,9
Municipio de Rubí;8.-HURTOS;569;525;-7,7
Municipio de Sabadell;1.-DELITOS Y FALTAS (EU);6585;6587;0,0
Municipio de Sabadell;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Sabadell;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);483;449;-7,0
Municipio de Sabadell;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);307;414;34,9
Municipio de Sabadell;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);87;76;-12,6
Municipio de Sabadell;6.-TRÁFICO DE DROGAS (EU);25;34;36,0
Municipio de Sabadell;7.-DAÑOS;767;873;13,8
Municipio de Sabadell;8.-HURTOS;2007;1687;-15,9
Municipio de Sant Boi de Llobregat;1.-DELITOS Y FALTAS (EU);2629;2355;-10,4
Municipio de Sant Boi de Llobregat;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100,0
Municipio de Sant Boi de Llobregat;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);120;106;-11,7
Municipio de Sant Boi de Llobregat;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);75;88;17,3
Municipio de Sant Boi de Llobregat;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);71;63;-11,3
Municipio de Sant Boi de Llobregat;6.-TRÁFICO DE DROGAS (EU);7;4;-42,9
Municipio de Sant Boi de Llobregat;7.-DAÑOS;390;359;-7,9
Municipio de Sant Boi de Llobregat;8.-HURTOS;869;708;-18,5
Municipio de Sant Cugat del Vallès;1.-DELITOS Y FALTAS (EU);2916;3277;12,4
Municipio de Sant Cugat del Vallès;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Municipio de Sant Cugat del Vallès;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);89;102;14,6
Municipio de Sant Cugat del Vallès;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);283;474;67,5
Municipio de Sant Cugat del Vallès;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);66;86;30,3
Municipio de Sant Cugat del Vallès;6.-TRÁFICO DE DROGAS (EU);6;1;-83,3
Municipio de Sant Cugat del Vallès;7.-DAÑOS;313;447;42,8
Municipio de Sant Cugat del Vallès;8.-HURTOS;891;921;3,4
Municipio de Santa Coloma de Gramenet;1.-DELITOS Y FALTAS (EU);3497;3406;-2,6
Municipio de Santa Coloma de Gramenet;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100,0
Municipio de Santa Coloma de Gramenet;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);328;355;8,2
Municipio de Santa Coloma de Gramenet;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);154;194;26,0
Municipio de Santa Coloma de Gramenet;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);83;74;-10,8
Municipio de Santa Coloma de Gramenet;6.-TRÁFICO DE DROGAS (EU);9;12;33,3
Municipio de Santa Coloma de Gramenet;7.-DAÑOS;360;322;-10,6
Municipio de Santa Coloma de Gramenet;8.-HURTOS;1130;948;-16,1
Municipio de Terrassa;1.-DELITOS Y FALTAS (EU);5978;5214;-12,8
Municipio de Terrassa;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;2;100,0
Municipio de Terrassa;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);242;194;-19,8
Municipio de Terrassa;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);293;281;-4,1
Municipio de Terrassa;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);78;89;14,1
Municipio de Terrassa;6.-TRÁFICO DE DROGAS (EU);24;27;12,5
Municipio de Terrassa;7.-DAÑOS;820;716;-12,7
Municipio de Terrassa;8.-HURTOS;1647;1423;-13,6
Municipio de Viladecans;1.-DELITOS Y FALTAS (EU);2051;2013;-1,9
Municipio de Viladecans;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Viladecans;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);93;105;12,9
Municipio de Viladecans;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);66;62;-6,1
Municipio de Viladecans;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);80;41;-48,8
Municipio de Viladecans;6.-TRÁFICO DE DROGAS (EU);4;4;0,0
Municipio de Viladecans;7.-DAÑOS;364;350;-3,8
Municipio de Viladecans;8.-HURTOS;637;573;-10,0
Municipio de Vilanova i la Geltrú;1.-DELITOS Y FALTAS (EU);2268;2423;6,8
Municipio de Vilanova i la Geltrú;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Vilanova i la Geltrú;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);82;109;32,9
Municipio de Vilanova i la Geltrú;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);137;120;-12,4
Municipio de Vilanova i la Geltrú;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);35;26;-25,7
Municipio de Vilanova i la Geltrú;6.-TRÁFICO DE DROGAS (EU);9;6;-33,3
Municipio de Vilanova i la Geltrú;7.-DAÑOS;344;364;5,8
Municipio de Vilanova i la Geltrú;8.-HURTOS;731;652;-10,8
Provincia de Girona;1.-DELITOS Y FALTAS (EU);31747;29000;-8,7
Provincia de Girona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;2;100,0
Provincia de Girona;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);615;612;-0,5
Provincia de Girona;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);2117;2279;7,7
Provincia de Girona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);454;375;-17,4
Provincia de Girona;6.-TRÁFICO DE DROGAS (EU);345;347;0,6
Provincia de Girona;7.-DAÑOS;3424;3109;-9,2
Provincia de Girona;8.-HURTOS;10733;9574;-10,8
Municipio de Girona;1.-DELITOS Y FALTAS (EU);5007;3449;-31,1
Municipio de Girona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Girona;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);155;117;-24,5
Municipio de Girona;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);240;197;-17,9
Municipio de Girona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);102;63;-38,2
Municipio de Girona;6.-TRÁFICO DE DROGAS (EU);23;20;-13,0
Municipio de Girona;7.-DAÑOS;631;378;-40,1
Municipio de Girona;8.-HURTOS;1919;1284;-33,1
Provincia de Lleida;1.-DELITOS Y FALTAS (EU);14399;13281;-7,8
Provincia de Lleida;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;3;50,0
Provincia de Lleida;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);331;308;-6,9
Provincia de Lleida;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);632;523;-17,2
Provincia de Lleida;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);184;120;-34,8
Provincia de Lleida;6.-TRÁFICO DE DROGAS (EU);53;75;41,5
Provincia de Lleida;7.-DAÑOS;1882;1752;-6,9
Provincia de Lleida;8.-HURTOS;3973;3788;-4,7
Municipio de Lleida;1.-DELITOS Y FALTAS (EU);6707;6306;-6,0
Municipio de Lleida;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;0;-100,0
Municipio de Lleida;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);255;222;-12,9
Municipio de Lleida;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);239;151;-36,8
Municipio de Lleida;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);105;65;-38,1
Municipio de Lleida;6.-TRÁFICO DE DROGAS (EU);19;22;15,8
Municipio de Lleida;7.-DAÑOS;848;828;-2,4
Municipio de Lleida;8.-HURTOS;2069;1868;-9,7
Provincia de Tarragona;1.-DELITOS Y FALTAS (EU);30571;28975;-5,2
Provincia de Tarragona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;4;300,0
Provincia de Tarragona;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);828;846;2,2
Provincia de Tarragona;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);2760;2745;-0,5
Provincia de Tarragona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);368;351;-4,6
Provincia de Tarragona;6.-TRÁFICO DE DROGAS (EU);218;253;16,1
Provincia de Tarragona;7.-DAÑOS;3229;3448;6,8
Provincia de Tarragona;8.-HURTOS;8884;8112;-8,7
Municipio de Reus;1.-DELITOS Y FALTAS (EU);3993;3723;-6,8
Municipio de Reus;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Reus;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);234;181;-22,6
Municipio de Reus;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);244;249;2,0
Municipio de Reus;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);53;54;1,9
Municipio de Reus;6.-TRÁFICO DE DROGAS (EU);63;48;-23,8
Municipio de Reus;7.-DAÑOS;513;559;9,0
Municipio de Reus;8.-HURTOS;1044;901;-13,7
Municipio de Tarragona;1.-DELITOS Y FALTAS (EU);6182;6089;-1,5
Municipio de Tarragona;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Tarragona;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);193;224;16,1
Municipio de Tarragona;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);427;476;11,5
Municipio de Tarragona;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);103;106;2,9
Municipio de Tarragona;6.-TRÁFICO DE DROGAS (EU);28;18;-35,7
Municipio de Tarragona;7.-DAÑOS;548;649;18,4
Municipio de Tarragona;8.-HURTOS;2265;2072;-8,5
COMUNITAT VALENCIANA;1.-DELITOS Y FALTAS (EU);179591;176393;-1,8
COMUNITAT VALENCIANA;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);34;23;-32,4
COMUNITAT VALENCIANA;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);4695;4598;-2,1
COMUNITAT VALENCIANA;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);14697;14684;-0,1
COMUNITAT VALENCIANA;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);3305;3320;0,5
COMUNITAT VALENCIANA;6.-TRÁFICO DE DROGAS (EU);1177;1292;9,8
COMUNITAT VALENCIANA;7.-DAÑOS;21290;20862;-2,0
COMUNITAT VALENCIANA;8.-HURTOS;60521;59599;-1,5
Provincia de Alicante/Alacant;1.-DELITOS Y FALTAS (EU);71235;70289;-1,3
Provincia de Alicante/Alacant;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);23;11;-52,2
Provincia de Alicante/Alacant;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);1523;1618;6,2
Provincia de Alicante/Alacant;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);6268;6775;8,1
Provincia de Alicante/Alacant;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);1600;1550;-3,1
Provincia de Alicante/Alacant;6.-TRÁFICO DE DROGAS (EU);479;568;18,6
Provincia de Alicante/Alacant;7.-DAÑOS;7648;7366;-3,7
Provincia de Alicante/Alacant;8.-HURTOS;25056;24495;-2,2
Municipio de Alcoy/Alcoi;1.-DELITOS Y FALTAS (EU);1212;1119;-7,7
Municipio de Alcoy/Alcoi;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Alcoy/Alcoi;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);52;30;-42,3
Municipio de Alcoy/Alcoi;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);46;62;34,8
Municipio de Alcoy/Alcoi;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);34;20;-41,2
Municipio de Alcoy/Alcoi;6.-TRÁFICO DE DROGAS (EU);4;1;-75,0
Municipio de Alcoy/Alcoi;7.-DAÑOS;155;118;-23,9
Municipio de Alcoy/Alcoi;8.-HURTOS;311;323;3,9
Municipio de Alicante/Alacant;1.-DELITOS Y FALTAS (EU);13527;13426;-0,7
Municipio de Alicante/Alacant;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);4;1;-75,0
Municipio de Alicante/Alacant;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);460;502;9,1
Municipio de Alicante/Alacant;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);610;677;11,0
Municipio de Alicante/Alacant;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);464;349;-24,8
Municipio de Alicante/Alacant;6.-TRÁFICO DE DROGAS (EU);123;142;15,4
Municipio de Alicante/Alacant;7.-DAÑOS;1187;1348;13,6
Municipio de Alicante/Alacant;8.-HURTOS;5735;5760;0,4
Municipio de Benidorm;1.-DELITOS Y FALTAS (EU);5995;5486;-8,5
Municipio de Benidorm;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Benidorm;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);144;166;15,3
Municipio de Benidorm;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);135;139;3,0
Municipio de Benidorm;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);98;68;-30,6
Municipio de Benidorm;6.-TRÁFICO DE DROGAS (EU);59;75;27,1
Municipio de Benidorm;7.-DAÑOS;393;394;0,3
Municipio de Benidorm;8.-HURTOS;3324;2877;-13,4
Municipio de Elche/Elx;1.-DELITOS Y FALTAS (EU);7553;7244;-4,1
Municipio de Elche/Elx;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;1;-50,0
Municipio de Elche/Elx;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);154;155;0,6
Municipio de Elche/Elx;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);466;422;-9,4
Municipio de Elche/Elx;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);198;227;14,6
Municipio de Elche/Elx;6.-TRÁFICO DE DROGAS (EU);64;83;29,7
Municipio de Elche/Elx;7.-DAÑOS;771;742;-3,8
Municipio de Elche/Elx;8.-HURTOS;2629;2532;-3,7
Municipio de Elda;1.-DELITOS Y FALTAS (EU);1072;1168;9,0
Municipio de Elda;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;1;100,0
Municipio de Elda;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);19;26;36,8
Municipio de Elda;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);63;92;46,0
Municipio de Elda;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);40;37;-7,5
Municipio de Elda;6.-TRÁFICO DE DROGAS (EU);10;7;-30,0
Municipio de Elda;7.-DAÑOS;130;157;20,8
Municipio de Elda;8.-HURTOS;260;325;25,0
Municipio de Orihuela;1.-DELITOS Y FALTAS (EU);2870;2839;-1,1
Municipio de Orihuela;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);1;2;100,0
Municipio de Orihuela;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);61;79;29,5
Municipio de Orihuela;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);295;360;22,0
Municipio de Orihuela;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);45;40;-11,1
Municipio de Orihuela;6.-TRÁFICO DE DROGAS (EU);11;13;18,2
Municipio de Orihuela;7.-DAÑOS;266;247;-7,1
Municipio de Orihuela;8.-HURTOS;943;971;3,0
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;1.-DELITOS Y FALTAS (EU);1863;1757;-5,7
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);31;39;25,8
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);143;136;-4,9
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);60;56;-6,7
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;6.-TRÁFICO DE DROGAS (EU);2;11;450,0
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;7.-DAÑOS;256;199;-22,3
Municipio de San Vicente del Raspeig/Sant Vicent del Raspeig;8.-HURTOS;610;643;5,4
Municipio de Torrevieja;1.-DELITOS Y FALTAS (EU);5610;5869;4,6
Municipio de Torrevieja;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);3;4;33,3
Municipio de Torrevieja;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);141;140;-0,7
Municipio de Torrevieja;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);812;774;-4,7
Municipio de Torrevieja;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);95;88;-7,4
Municipio de Torrevieja;6.-TRÁFICO DE DROGAS (EU);19;26;36,8
Municipio de Torrevieja;7.-DAÑOS;643;655;1,9
Municipio de Torrevieja;8.-HURTOS;1999;2129;6,5
Provincia de Castellón/Castelló;1.-DELITOS Y FALTAS (EU);19596;18752;-4,3
Provincia de Castellón/Castelló;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);2;1;-50,0
Provincia de Castellón/Castelló;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);347;395;13,8
Provincia de Castellón/Castelló;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);2211;1848;-16,4
Provincia de Castellón/Castelló;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);285;220;-22,8
Provincia de Castellón/Castelló;6.-TRÁFICO DE DROGAS (EU);105;92;-12,4
Provincia de Castellón/Castelló;7.-DAÑOS;2410;2158;-10,5
Provincia de Castellón/Castelló;8.-HURTOS;5905;5980;1,3
Municipio de Castellón de la Plana/Castelló de la Plana;1.-DELITOS Y FALTAS (EU);4117;3985;-3,2
Municipio de Castellón de la Plana/Castelló de la Plana;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Castellón de la Plana/Castelló de la Plana;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);90;132;46,7
Municipio de Castellón de la Plana/Castelló de la Plana;4.-ROBOS CON FUERZA EN DOMICILIOS (EU);392;331;-15,6
Municipio de Castellón de la Plana/Castelló de la Plana;5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU);70;59;-15,7
Municipio de Castellón de la Plana/Castelló de la Plana;6.-TRÁFICO DE DROGAS (EU);20;8;-60,0
Municipio de Castellón de la Plana/Castelló de la Plana;7.-DAÑOS;329;261;-20,7
Municipio de Castellón de la Plana/Castelló de la Plana;8.-HURTOS;1425;1538;7,9
Municipio de Vila-Real;1.-DELITOS Y FALTAS (EU);1194;972;-18,6
Municipio de Vila-Real;2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU);0;0;0,0
Municipio de Vila-Real;3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU);22;25;13,6
